view,embedding_variant,backbone,preprocessing,embedding_dim,temporal_mode,classifier,held_out_patient,train_anchor_samples,valid_all_samples,valid_anchor_samples,training_seconds,sample_accuracy,sample_balanced_accuracy,sample_precision_macro,sample_recall_macro,sample_f1_macro,sample_samples,sample_blurry_precision,sample_blurry_recall,sample_blurry_f1,sample_blurry_support,sample_clear_precision,sample_clear_recall,sample_clear_f1,sample_clear_support,video_accuracy,video_balanced_accuracy,video_precision_macro,video_recall_macro,video_f1_macro,video_samples,video_blurry_precision,video_blurry_recall,video_blurry_f1,video_blurry_support,video_clear_precision,video_clear_recall,video_clear_f1,video_clear_support
transversal,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P003,84,63,42,0.013382199977058917,0.9523809523809523,0.9523809523809523,0.9565217391304348,0.9523809523809523,0.9522727272727273,42,0.9130434782608695,1.0,0.9545454545454546,21,1.0,0.9047619047619048,0.95,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P003,84,63,42,0.003222299972549081,0.9761904761904762,0.9761904761904762,0.9772727272727273,0.9761904761904762,0.9761769710720363,42,0.9545454545454546,1.0,0.9767441860465116,21,1.0,0.9523809523809523,0.975609756097561,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,frame,random_forest,P003,84,63,42,0.9917477000271901,0.9761904761904762,0.9761904761904762,0.9772727272727273,0.9761904761904762,0.9761769710720363,42,0.9545454545454546,1.0,0.9767441860465116,21,1.0,0.9523809523809523,0.975609756097561,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,frame,knn,P003,84,63,42,0.0036748999846167862,0.8571428571428571,0.8571428571428572,0.8604118993135011,0.8571428571428572,0.8568181818181818,42,0.8947368421052632,0.8095238095238095,0.85,21,0.8260869565217391,0.9047619047619048,0.8636363636363636,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P001,105,63,42,0.010760299977846444,0.8809523809523809,0.8809523809523809,0.8818181818181818,0.8809523809523809,0.8808848553601816,42,0.8636363636363636,0.9047619047619048,0.8837209302325582,21,0.9,0.8571428571428571,0.8780487804878049,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P001,105,63,42,0.010198900010436773,0.8809523809523809,0.8809523809523809,0.8818181818181818,0.8809523809523809,0.8808848553601816,42,0.9,0.8571428571428571,0.8780487804878049,21,0.8636363636363636,0.9047619047619048,0.8837209302325582,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,random_forest,P001,105,63,42,0.851071499986574,0.6428571428571429,0.6428571428571428,0.7316176470588236,0.6428571428571428,0.6050156739811913,42,0.875,0.3333333333333333,0.4827586206896552,21,0.5882352941176471,0.9523809523809523,0.7272727272727273,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,base_fan_crop,base,fan_crop,768,frame,knn,P001,105,63,42,0.0024366999859921634,0.8095238095238095,0.8095238095238095,0.837037037037037,0.8095238095238095,0.8055555555555556,42,0.9333333333333333,0.6666666666666666,0.7777777777777778,21,0.7407407407407407,0.9523809523809523,0.8333333333333334,21,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P002,84,84,63,0.018775700009427965,0.9047619047619048,0.9285714285714286,0.8888888888888888,0.9285714285714286,0.8990384615384616,63,0.7777777777777778,1.0,0.875,21,1.0,0.8571428571428571,0.9230769230769231,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P002,84,84,63,0.004087799985427409,0.6031746031746031,0.7023809523809523,0.7282608695652174,0.7023809523809523,0.6015684290412345,63,0.45652173913043476,1.0,0.6268656716417911,21,1.0,0.40476190476190477,0.576271186440678,42,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,3,0.5,1.0,0.6666666666666666,1,1.0,0.5,0.6666666666666666,2
oblicua,base_fan_crop,base,fan_crop,768,frame,random_forest,P002,84,84,63,1.0993056999868713,0.9682539682539683,0.9761904761904762,0.9565217391304348,0.9761904761904762,0.9650776053215078,63,0.9130434782608695,1.0,0.9545454545454546,21,1.0,0.9523809523809523,0.975609756097561,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,frame,knn,P002,84,84,63,0.0018560999887995422,0.873015873015873,0.9047619047619048,0.8620689655172413,0.9047619047619048,0.8673684210526316,63,0.7241379310344828,1.0,0.84,21,1.0,0.8095238095238095,0.8947368421052632,42,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P003,105,63,42,0.01377610000781715,0.5714285714285714,0.5714285714285714,0.7692307692307692,0.5714285714285714,0.475,42,0.5384615384615384,1.0,0.7,21,1.0,0.14285714285714285,0.25,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P003,105,63,42,0.004591000033542514,0.5238095238095238,0.5238095238095237,0.5897435897435896,0.5238095238095237,0.41666666666666663,42,0.5128205128205128,0.9523809523809523,0.6666666666666666,21,0.6666666666666666,0.09523809523809523,0.16666666666666666,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,random_forest,P003,105,63,42,0.885871300008148,0.5952380952380952,0.5952380952380952,0.7763157894736843,0.5952380952380952,0.5159322033898305,42,0.5526315789473685,1.0,0.711864406779661,21,1.0,0.19047619047619047,0.32,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,base_fan_crop,base,fan_crop,768,frame,knn,P003,105,63,42,0.00359440001193434,0.5238095238095238,0.5238095238095238,0.7560975609756098,0.5238095238095238,0.3841642228739003,42,0.5121951219512195,1.0,0.6774193548387096,21,1.0,0.047619047619047616,0.09090909090909091,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P001,84,105,63,0.0119639000040479,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,63,0.6666666666666666,1.0,0.8,42,0.0,0.0,0.0,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P001,84,105,63,0.004243099945597351,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,63,0.6666666666666666,1.0,0.8,42,0.0,0.0,0.0,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,random_forest,P001,84,105,63,0.8098792000091635,0.6825396825396826,0.5357142857142857,0.675,0.5357142857142857,0.4852941176470588,63,0.6833333333333333,0.9761904761904762,0.803921568627451,42,0.6666666666666666,0.09523809523809523,0.16666666666666666,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,knn,P001,84,105,63,0.0021065999753773212,0.6190476190476191,0.4880952380952381,0.4732142857142857,0.4880952380952381,0.44897959183673464,63,0.6607142857142857,0.8809523809523809,0.7551020408163265,42,0.2857142857142857,0.09523809523809523,0.14285714285714285,21,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P002,105,63,42,0.011860699974931777,0.6190476190476191,0.6190476190476191,0.7837837837837838,0.6190476190476191,0.5543766578249337,42,0.5675675675675675,1.0,0.7241379310344828,21,1.0,0.23809523809523808,0.38461538461538464,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P002,105,63,42,0.004256499989423901,0.5,0.5,0.25,0.5,0.3333333333333333,42,0.5,1.0,0.6666666666666666,21,0.0,0.0,0.0,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,random_forest,P002,105,63,42,0.692243299970869,0.7142857142857143,0.7142857142857143,0.8181818181818181,0.7142857142857143,0.6888888888888889,42,0.6363636363636364,1.0,0.7777777777777778,21,1.0,0.42857142857142855,0.6,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,knn,P002,105,63,42,0.002265100018121302,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.625,42,0.6,1.0,0.75,21,1.0,0.3333333333333333,0.5,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,logistic_regression,P003,105,84,42,0.011393099965061992,0.5476190476190477,0.5476190476190477,0.7625,0.5476190476190477,0.43121881682109764,42,1.0,0.09523809523809523,0.17391304347826086,21,0.525,1.0,0.6885245901639344,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,svm_rbf,P003,105,84,42,0.005141599976923317,0.5,0.5,0.25,0.5,0.3333333333333333,42,0.0,0.0,0.0,21,0.5,1.0,0.6666666666666666,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,random_forest,P003,105,84,42,0.8251992999576032,0.5238095238095238,0.5238095238095238,0.7560975609756098,0.5238095238095238,0.3841642228739003,42,1.0,0.047619047619047616,0.09090909090909091,21,0.5121951219512195,1.0,0.6774193548387096,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,frame,knn,P003,105,84,42,0.0018570999964140356,0.30952380952380953,0.30952380952380953,0.2857142857142857,0.30952380952380953,0.28979591836734697,42,0.21428571428571427,0.14285714285714285,0.17142857142857143,21,0.35714285714285715,0.47619047619047616,0.40816326530612246,21,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P001,16,12,8,0.03377059998456389,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P001,16,12,8,0.004772100015543401,0.625,0.625,0.6333333333333333,0.625,0.6190476190476191,8,0.6,0.75,0.6666666666666666,4,0.6666666666666666,0.5,0.5714285714285714,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,random_forest,P001,16,12,8,0.8860506000346504,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,knn,P001,16,12,8,0.0019517000182531774,0.75,0.75,0.75,0.75,0.75,8,0.75,0.75,0.75,4,0.75,0.75,0.75,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P002,16,12,8,0.011954699992202222,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P002,16,12,8,0.0027446000021882355,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,random_forest,P002,16,12,8,0.8879698000382632,0.875,0.875,0.9,0.875,0.873015873015873,8,1.0,0.75,0.8571428571428571,4,0.8,1.0,0.8888888888888888,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,knn,P002,16,12,8,0.003674600040540099,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,1.0,0.25,0.4,4,0.5714285714285714,1.0,0.7272727272727273,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
transversal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P003,16,12,8,0.012015399988740683,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P003,16,12,8,0.002347299945540726,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,random_forest,P003,16,12,8,0.9154356999788433,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
transversal,base_fan_crop,base,fan_crop,768,window5,knn,P003,16,12,8,0.0023344000219367445,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P001,20,12,8,0.011823699984233826,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P001,20,12,8,0.0025698000099509954,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334,8,1.0,0.5,0.6666666666666666,4,0.6666666666666666,1.0,0.8,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,base_fan_crop,base,fan_crop,768,window5,random_forest,P001,20,12,8,0.9732759000035003,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,1.0,0.25,0.4,4,0.5714285714285714,1.0,0.7272727272727273,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,base_fan_crop,base,fan_crop,768,window5,knn,P001,20,12,8,0.0018493999959900975,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
oblicua,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P002,16,16,12,0.012604699993971735,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,1.0,4,1.0,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P002,16,16,12,0.002215899992734194,0.9166666666666666,0.9375,0.9,0.9375,0.9111111111111111,12,0.8,1.0,0.8888888888888888,4,1.0,0.875,0.9333333333333333,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,window5,random_forest,P002,16,16,12,1.0417678999947384,0.9166666666666666,0.875,0.9444444444444444,0.875,0.8991596638655461,12,1.0,0.75,0.8571428571428571,4,0.8888888888888888,1.0,0.9411764705882353,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,window5,knn,P002,16,16,12,0.0014958000392653048,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,1.0,4,1.0,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1,1.0,1.0,1.0,2
oblicua,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P003,20,12,8,0.009954100009053946,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,0.5714285714285714,1.0,0.7272727272727273,4,1.0,0.25,0.4,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P003,20,12,8,0.002320399973541498,0.5,0.5,0.5,0.5,0.5,8,0.5,0.5,0.5,4,0.5,0.5,0.5,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
oblicua,base_fan_crop,base,fan_crop,768,window5,random_forest,P003,20,12,8,1.0214185999939218,0.625,0.625,0.7857142857142857,0.625,0.5636363636363637,8,0.5714285714285714,1.0,0.7272727272727273,4,1.0,0.25,0.4,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
oblicua,base_fan_crop,base,fan_crop,768,window5,knn,P003,20,12,8,0.0020856999908573925,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.5,1.0,0.6666666666666666,4,0.0,0.0,0.0,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P001,16,20,12,0.009606300038285553,0.5833333333333334,0.4375,0.3181818181818182,0.4375,0.3684210526315789,12,0.6363636363636364,0.875,0.7368421052631579,8,0.0,0.0,0.0,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P001,16,20,12,0.0024818999809212983,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,12,0.6666666666666666,1.0,0.8,8,0.0,0.0,0.0,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,random_forest,P001,16,20,12,0.962737699970603,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,12,0.6666666666666666,1.0,0.8,8,0.0,0.0,0.0,4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4,3,0.6666666666666666,1.0,0.8,2,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,knn,P001,16,20,12,0.0016299000126309693,0.5,0.5,0.5,0.5,0.4857142857142857,12,0.6666666666666666,0.5,0.5714285714285714,8,0.3333333333333333,0.5,0.4,4,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,3,1.0,0.5,0.6666666666666666,2,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P002,20,12,8,0.013717800029553473,0.875,0.875,0.9,0.875,0.873015873015873,8,0.8,1.0,0.8888888888888888,4,1.0,0.75,0.8571428571428571,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P002,20,12,8,0.0028578999917954206,0.75,0.75,0.8333333333333333,0.75,0.7333333333333334,8,0.6666666666666666,1.0,0.8,4,1.0,0.5,0.6666666666666666,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,random_forest,P002,20,12,8,0.9872260999982245,0.875,0.875,0.9,0.875,0.873015873015873,8,0.8,1.0,0.8888888888888888,4,1.0,0.75,0.8571428571428571,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,knn,P002,20,12,8,0.0024500999716110528,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.5,1.0,0.6666666666666666,4,0.0,0.0,0.0,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.5,1.0,0.6666666666666666,1,0.0,0.0,0.0,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,logistic_regression,P003,20,16,8,0.009842699975706637,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,svm_rbf,P003,20,16,8,0.002329000039026141,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,random_forest,P003,20,16,8,1.078486599959433,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
hepatorrenal,base_fan_crop,base,fan_crop,768,window5,knn,P003,20,16,8,0.0020564000005833805,0.5,0.5,0.25,0.5,0.3333333333333333,8,0.0,0.0,0.0,4,0.5,1.0,0.6666666666666666,4,0.5,0.5,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.5,1.0,0.6666666666666666,1
